price_id,company_id,trade_date,open_price,high_price,low_price,close_price,volume,price_change,daily_return_pct
7427,10,2024-12-24,2954.16,3025.34,2926.05,3014.1,4220934,59.940000000000055,2.029003168413358
7428,10,2024-12-25,3014.1,3099.3,2984.74,3073.79,2290975,59.690000000000055,1.9803589794631915
7429,10,2024-12-26,3073.79,3092.6,3067.94,3080.87,2421404,7.079999999999927,0.23033453814346222
7430,10,2024-12-27,3080.87,3109.39,3064.84,3070.1,4245007,-10.769999999999982,-0.3495765806411819
7431,10,2024-12-30,3070.1,3096.15,3004.69,3034.11,1463440,-35.98999999999978,-1.1722745187453107
7432,10,2024-12-31,3034.11,3043.32,3014.28,3026.1,4072510,-8.010000000000218,-0.26399833888686364
7433,10,2025-01-01,3026.1,3036.09,2975.1,3001.27,4587496,-24.829999999999927,-0.820528072436467
7434,10,2025-01-02,3001.27,3083.96,2993.09,3055.0,4563437,53.73000000000002,1.7902421308312821
7435,10,2025-01-03,3055.0,3073.64,3030.79,3031.59,3544806,-23.409999999999854,-0.7662847790507317
7436,10,2025-01-06,3031.59,3069.86,3007.66,3047.51,870900,15.920000000000073,0.5251369743270057
7437,10,2025-01-07,3047.51,3076.36,2989.17,3009.48,485675,-38.0300000000002,-1.2479040265659571
7438,10,2025-01-08,3009.48,3030.13,2989.51,3024.48,2388585,15.0,0.4984249770724511
7439,10,2025-01-09,3024.48,3044.38,2989.02,2994.32,2723114,-30.159999999999854,-0.9971962122414383
7440,10,2025-01-10,2994.32,3055.49,2975.51,3026.5,259468,32.179999999999836,1.0747014347163908
7441,10,2025-01-13,3026.5,3044.38,3021.14,3035.44,896734,8.940000000000055,0.29539071534776323
7442,10,2025-01-14,3035.44,3122.13,3008.95,3095.56,2331076,60.11999999999989,1.980602482671372
7443,10,2025-01-15,3095.56,3108.17,2988.02,2998.97,2634766,-96.59000000000015,-3.1202754913489046
7444,10,2025-01-16,2998.97,3017.1,2965.23,2979.13,4484274,-19.83999999999969,-0.6615604690943788
7445,10,2025-01-17,2979.13,3013.15,2956.69,3004.14,519584,25.009999999999764,0.8395068358883219
7446,10,2025-01-20,3004.14,3009.8,2921.82,2945.42,924156,-58.7199999999998,-1.9546359357420027
7447,10,2025-01-21,2945.42,2971.19,2939.9,2955.73,1610248,10.309999999999945,0.35003496954593727
7448,10,2025-01-22,2955.73,2982.86,2945.34,2958.5,3620321,2.769999999999982,0.09371627313726158
7449,10,2025-01-23,2958.5,2981.89,2949.13,2958.71,2585636,0.21000000000003638,0.007098191651175812
7450,10,2025-01-24,2958.71,3029.63,2953.74,3008.97,1375373,50.25999999999976,1.698713290589472
7451,10,2025-01-27,3008.97,3067.46,2985.03,3052.4,2415453,43.43000000000029,1.443351047036039
7452,10,2025-01-28,3052.4,3122.8,3029.94,3095.52,1580327,43.11999999999989,1.412658891364169
7453,10,2025-01-29,3095.52,3179.66,3089.98,3151.47,2578171,55.94999999999982,1.8074507675608562
7454,10,2025-01-30,3151.47,3155.21,3107.18,3115.89,3433046,-35.57999999999993,-1.1289969442831418
7455,10,2025-01-31,3115.89,3151.85,3085.68,3123.71,1090994,7.820000000000164,0.2509716325030782
7456,10,2025-02-03,3123.71,3147.11,3074.56,3103.31,465932,-20.40000000000009,-0.6530695871255684
7457,10,2025-02-04,3103.31,3136.15,3074.33,3129.81,2640688,26.5,0.8539269360779298
7458,10,2025-02-05,3129.81,3132.93,3110.27,3124.33,1638043,-5.480000000000018,-0.1750905007013211
7459,10,2025-02-06,3124.33,3151.16,3109.27,3135.99,449827,11.659999999999854,0.37320001408301473
7460,10,2025-02-07,3135.99,3161.15,3059.72,3074.52,4106320,-61.4699999999998,-1.9601465565897789
7461,10,2025-02-10,3074.52,3074.65,3028.56,3056.41,3805866,-18.110000000000127,-0.5890350363634039
7462,10,2025-02-11,3056.41,3091.68,3034.96,3088.37,109916,31.960000000000036,1.0456712286636949
7463,10,2025-02-12,3088.37,3092.21,3058.59,3089.25,4470217,0.8800000000001091,0.02849399521430752
7464,10,2025-02-13,3089.25,3109.32,3071.19,3073.15,1630927,-16.09999999999991,-0.5211620943594694
7465,10,2025-02-14,3073.15,3078.34,3043.82,3061.5,2184495,-11.650000000000091,-0.3790898589395275
7466,10,2025-02-17,3061.5,3090.51,2955.74,2983.67,2831715,-77.82999999999993,-2.5422178670586293
7467,10,2025-02-18,2983.67,2990.34,2926.49,2953.09,3498837,-30.579999999999927,-1.0249122724698083
7468,10,2025-02-19,2953.09,2970.77,2936.25,2965.15,4674458,12.059999999999945,0.40838579250886176
7469,10,2025-02-20,2965.15,2993.08,2916.53,2930.04,2092037,-35.11000000000013,-1.1840884946798687
7470,10,2025-02-21,2930.04,2937.88,2886.97,2912.94,4229627,-17.09999999999991,-0.5836097800712587
7471,10,2025-02-24,2912.94,2925.95,2894.72,2899.97,722243,-12.970000000000255,-0.445254622477643
7472,10,2025-02-25,2899.97,2911.37,2894.43,2897.3,4787747,-2.669999999999618,-0.09206991796465544
7473,10,2025-02-26,2897.3,2902.01,2873.58,2893.51,403269,-3.7899999999999636,-0.13081144513857604
7474,10,2025-02-27,2893.51,2909.34,2853.95,2876.19,4750798,-17.320000000000164,-0.5985809622223585
7475,10,2025-02-28,2876.19,2878.74,2836.2,2857.11,1084493,-19.079999999999927,-0.6633775932744335
7476,10,2025-03-03,2857.11,2879.32,2829.2,2866.5,4101334,9.389999999999873,0.32865377951846
7477,10,2025-03-04,2866.5,2921.44,2837.88,2910.99,1405314,44.48999999999978,1.5520669806384015
7478,10,2025-03-05,2910.99,2950.44,2902.78,2933.13,569234,22.140000000000327,0.7605659930126977
7479,10,2025-03-06,2933.13,2950.24,2854.43,2870.47,2715861,-62.66000000000031,-2.136284446990086
7480,10,2025-03-07,2870.47,2902.3,2857.83,2898.73,4061899,28.26000000000022,0.9845077635369894
7481,10,2025-03-10,2898.73,2913.04,2855.69,2880.54,3281442,-18.190000000000055,-0.6275161881237664
7482,10,2025-03-11,2880.54,2883.43,2796.67,2821.08,4162009,-59.460000000000036,-2.0641962965277356
7483,10,2025-03-12,2821.08,2842.45,2800.83,2814.3,3685751,-6.779999999999745,-0.24033348930196044
7484,10,2025-03-13,2814.3,2890.03,2789.24,2864.81,2278347,50.50999999999976,1.7947624631346963
7485,10,2025-03-14,2864.81,2887.09,2860.43,2868.4,2366178,3.5900000000001455,0.12531372063069263
7486,10,2025-03-17,2868.4,2871.1,2821.72,2838.82,4276919,-29.579999999999927,-1.0312369265095498
7487,10,2025-03-18,2838.82,2867.03,2797.47,2816.14,4078089,-22.68000000000029,-0.7989234963823099
7488,10,2025-03-19,2816.14,2879.22,2788.27,2860.07,4108585,43.93000000000029,1.5599366508767425
7489,10,2025-03-20,2860.07,2879.58,2771.86,2788.31,3150459,-71.76000000000022,-2.509029499277997
7490,10,2025-03-21,2788.31,2808.12,2776.36,2798.52,2794901,10.210000000000036,0.36617162367168776
7491,10,2025-03-24,2798.52,2816.68,2791.65,2813.34,143022,14.820000000000164,0.5295656275459945
7492,10,2025-03-25,2813.34,2832.79,2807.03,2832.56,3998611,19.2199999999998,0.6831737365551195
7493,10,2025-03-26,2832.56,2848.52,2805.8,2825.75,4765154,-6.809999999999945,-0.24041856130143563
7494,10,2025-03-27,2825.75,2877.18,2824.14,2851.15,1248347,25.40000000000009,0.8988764044943852
7495,10,2025-03-28,2851.15,2875.65,2842.36,2855.36,4270721,4.210000000000036,0.1476597162548458
7496,10,2025-03-31,2855.36,2868.29,2810.71,2839.05,11994,-16.309999999999945,-0.571206432814074
7497,10,2025-04-01,2839.05,2839.77,2806.57,2828.7,273331,-10.350000000000364,-0.36455856712634027
7498,10,2025-04-02,2828.7,2849.89,2806.9,2808.38,1271109,-20.31999999999971,-0.7183511860571892
7499,10,2025-04-03,2808.38,2839.14,2796.7,2821.45,4015978,13.069999999999709,0.465392859940596
7500,10,2025-04-04,2821.45,2829.79,2811.57,2819.06,3286172,-2.3899999999998727,-0.08470821740593924
7501,10,2025-04-07,2819.06,2820.95,2765.84,2787.8,3382794,-31.259999999999764,-1.1088802650528817
7502,10,2025-04-08,2787.8,2799.28,2753.6,2778.5,2060175,-9.300000000000182,-0.3335963842456482
7503,10,2025-04-09,2778.5,2817.78,2764.3,2794.29,3406375,15.789999999999964,0.5682922440165544
7504,10,2025-04-10,2794.29,2814.05,2776.21,2802.45,1295186,8.159999999999854,0.2920240919875838
7505,10,2025-04-11,2802.45,2803.52,2742.65,2758.89,4323502,-43.559999999999945,-1.554354225766738
7506,10,2025-04-14,2758.89,2759.59,2743.86,2749.25,2306323,-9.639999999999873,-0.3494158882739027
7507,10,2025-04-15,2749.25,2750.81,2705.1,2719.22,4095361,-30.0300000000002,-1.0922978994271237
7508,10,2025-04-16,2719.22,2735.17,2709.72,2734.21,3320938,14.990000000000236,0.5512610233817138
7509,10,2025-04-17,2734.21,2748.85,2697.31,2723.27,1443839,-10.940000000000055,-0.4001155726882739
7510,10,2025-04-18,2723.27,2736.54,2697.2,2708.03,4488009,-15.239999999999782,-0.5596213375831182
7511,10,2025-04-21,2708.03,2734.44,2681.27,2711.5,3496640,3.4699999999998,0.12813742831504082
7512,10,2025-04-22,2711.5,2721.8,2677.97,2689.04,1764894,-22.460000000000036,-0.8283238060114341
7513,10,2025-04-23,2689.04,2755.48,2677.84,2733.09,3586375,44.05000000000018,1.6381310802368199
7514,10,2025-04-24,2733.09,2777.68,2707.92,2752.46,3523104,19.36999999999989,0.7087216300963338
7515,10,2025-04-25,2752.46,2772.93,2749.06,2767.86,2433697,15.400000000000091,0.5594995022634331
7516,10,2025-04-28,2767.86,2839.63,2751.89,2835.11,3232056,67.25,2.429674911303317
7517,10,2025-04-29,2835.11,2836.74,2814.86,2818.05,776692,-17.059999999999945,-0.6017403204813903
7518,10,2025-04-30,2818.05,2846.89,2808.35,2818.99,1466947,0.9399999999995998,0.03335639892832277
7519,10,2025-05-01,2818.99,2842.07,2814.04,2823.65,4597015,4.660000000000309,0.1653074328039585
7520,10,2025-05-02,2823.65,2846.25,2801.74,2808.2,2434390,-15.450000000000273,-0.5471641315318921
7521,10,2025-05-05,2808.2,2831.17,2740.73,2743.73,2082418,-64.4699999999998,-2.29577665408446
7522,10,2025-05-06,2743.73,2755.48,2713.65,2726.43,4308136,-17.300000000000182,-0.6305285141030706
7523,10,2025-05-07,2726.43,2743.27,2713.7,2718.42,383911,-8.009999999999764,-0.29379078135142894
7524,10,2025-05-08,2718.42,2730.02,2706.8,2712.76,1812470,-5.6599999999998545,-0.2082091803326879
7525,10,2025-05-09,2712.76,2727.96,2699.83,2700.56,4832212,-12.200000000000273,-0.44972647783070646
7526,10,2025-05-12,2700.56,2709.78,2674.68,2693.4,4053710,-7.1599999999998545,-0.265130195218764
7527,10,2025-05-13,2693.4,2744.51,2686.91,2721.85,4962548,28.449999999999818,1.0562857355015898
7528,10,2025-05-14,2721.85,2722.41,2690.47,2696.32,3902303,-25.529999999999745,-0.9379649870492403
7529,10,2025-05-15,2696.32,2737.79,2670.46,2714.57,2376495,18.25,0.6768484452883929
7530,10,2025-05-16,2714.57,2740.93,2675.17,2686.23,1098458,-28.340000000000146,-1.043995918322244
7531,10,2025-05-19,2686.23,2763.68,2671.0,2751.08,2087881,64.84999999999991,2.41416408870424
7532,10,2025-05-20,2751.08,2771.73,2724.88,2757.26,2504157,6.180000000000291,0.22463905084549673
7533,10,2025-05-21,2757.26,2792.21,2734.75,2782.82,293641,25.559999999999945,0.9270072463242475
7534,10,2025-05-22,2782.82,2792.06,2755.61,2758.21,435735,-24.610000000000127,-0.8843547193135067
7535,10,2025-05-23,2758.21,2782.25,2709.47,2723.53,1483762,-34.679999999999836,-1.257337186073571
7536,10,2025-05-26,2723.53,2790.8,2706.54,2770.83,3999977,47.29999999999973,1.7367166875341826
7537,10,2025-05-27,2770.83,2789.4,2728.2,2738.92,2321083,-31.909999999999854,-1.151640483176516
7538,10,2025-05-28,2738.92,2777.89,2729.06,2752.52,3063676,13.599999999999909,0.4965460838578677
7539,10,2025-05-29,2752.52,2765.01,2713.4,2729.7,2043441,-22.820000000000164,-0.8290584627904671
7540,10,2025-05-30,2729.7,2740.37,2699.75,2722.08,158129,-7.619999999999891,-0.27915155511594286
7541,10,2025-06-02,2722.08,2774.68,2710.86,2749.37,4445083,27.289999999999964,1.0025421736319273
7542,10,2025-06-03,2749.37,2754.84,2725.25,2731.3,4232494,-18.06999999999971,-0.6572414771383884
7543,10,2025-06-04,2731.3,2732.92,2723.81,2726.27,1314290,-5.0300000000002,-0.18416138834987736
7544,10,2025-06-05,2726.27,2754.38,2712.37,2733.57,2283388,7.300000000000182,0.26776511497394545
7545,10,2025-06-06,2733.57,2764.12,2714.58,2761.63,4634686,28.059999999999945,1.0264964862798445
7546,10,2025-06-09,2761.63,2773.64,2738.49,2767.74,3493143,6.109999999999673,0.22124614810817064
7547,10,2025-06-10,2767.74,2784.09,2761.32,2769.47,3378267,1.7300000000000182,0.06250587121622761
7548,10,2025-06-11,2769.47,2853.38,2758.68,2845.8,1850890,76.33000000000038,2.7561230127064165
7549,10,2025-06-12,2845.8,2851.65,2820.2,2825.86,551039,-19.940000000000055,-0.7006817063743078
7550,10,2025-06-13,2825.86,2840.06,2808.71,2834.17,3663519,8.309999999999945,0.2940697699107509
7551,10,2025-06-16,2834.17,2835.66,2796.91,2824.0,848701,-10.170000000000073,-0.35883521454253176
7552,10,2025-06-17,2824.0,2908.83,2798.22,2889.51,3491907,65.51000000000022,2.319759206798875
7553,10,2025-06-18,2889.51,2890.39,2849.96,2867.53,3068834,-21.980000000000018,-0.760682607085631
7554,10,2025-06-19,2867.53,2888.34,2833.83,2834.14,4091028,-33.39000000000033,-1.1644167628586388
7555,10,2025-06-20,2834.14,2843.99,2796.08,2814.05,2484026,-20.08999999999969,-0.7088570077695417
7556,10,2025-06-23,2814.05,2830.56,2811.59,2827.31,3909466,13.259999999999764,0.4712069792647523
7557,10,2025-06-24,2827.31,2850.8,2800.34,2817.59,3027530,-9.7199999999998,-0.34378967994311904
7558,10,2025-06-25,2817.59,2831.1,2791.45,2807.43,3012830,-10.16000000000031,-0.36059185332146654
7559,10,2025-06-26,2807.43,2829.9,2797.19,2826.76,901529,19.330000000000382,0.6885300791115142
7560,10,2025-06-27,2826.76,2899.14,2799.87,2889.56,3419761,62.79999999999973,2.221624757673086
7561,10,2025-06-30,2889.56,2917.22,2874.59,2895.98,4025480,6.420000000000073,0.22217915530392424
7562,10,2025-07-01,2895.98,2916.39,2888.52,2895.58,2655988,-0.40000000000009095,-0.013812250084603172
7563,10,2025-07-02,2895.58,2900.77,2831.13,2837.47,1412426,-58.11000000000013,-2.006851822432816
7564,10,2025-07-03,2837.47,2903.15,2811.45,2902.86,3433618,65.39000000000033,2.3045177570159447
7565,10,2025-07-04,2902.86,2944.75,2874.35,2924.59,1931950,21.730000000000018,0.748572097862109
7566,10,2025-07-07,2924.59,3003.25,2914.08,2982.01,4272901,57.42000000000007,1.9633521279905926
7567,10,2025-07-08,2982.01,2996.78,2969.85,2977.47,3619997,-4.540000000000418,-0.15224630366767442
7568,10,2025-07-09,2977.47,2985.5,2916.32,2941.43,896520,-36.039999999999964,-1.210423614679576
7569,10,2025-07-10,2941.43,3004.01,2939.14,2985.94,4232830,44.51000000000022,1.5132095613358205
7570,10,2025-07-11,2985.94,3003.79,2911.32,2936.87,4339501,-49.070000000000164,-1.6433685874465045
7571,10,2025-07-14,2936.87,2990.2,2908.73,2965.04,4253987,28.170000000000073,0.9591844378539083
7572,10,2025-07-15,2965.04,2992.6,2951.13,2968.22,1068034,3.1799999999998363,0.10724981787766223
7573,10,2025-07-16,2968.22,2984.77,2958.1,2976.38,3433531,8.16000000000031,0.2749122369635778
7574,10,2025-07-17,2976.38,3005.78,2973.96,2991.48,715825,15.099999999999909,0.507327693372483
7575,10,2025-07-18,2991.48,3006.67,2941.64,2964.37,3758366,-27.110000000000127,-0.9062403893724887
7576,10,2025-07-21,2964.37,3007.89,2961.45,3002.87,2959849,38.5,1.2987582521749985
7577,10,2025-07-22,3002.87,3014.04,2955.04,2980.98,4721673,-21.889999999999873,-0.7289692860496749
7578,10,2025-07-23,2980.98,3009.55,2978.61,2995.94,1295905,14.960000000000036,0.501848385430296
7579,10,2025-07-24,2995.94,3010.74,2953.58,2970.91,621322,-25.0300000000002,-0.8354639946060403
7580,10,2025-07-25,2970.91,2997.33,2927.25,2945.51,2990286,-25.399999999999636,-0.854956898727987
7581,10,2025-07-28,2945.51,2952.58,2924.34,2939.53,2547958,-5.980000000000018,-0.20302086905154004
7582,10,2025-07-29,2939.53,2958.19,2918.96,2951.51,157872,11.980000000000018,0.4075481454518245
7583,10,2025-07-30,2951.51,2971.84,2923.62,2937.63,4886895,-13.88000000000011,-0.4702677612476362
7584,10,2025-07-31,2937.63,3009.15,2908.77,2999.11,334219,61.48000000000002,2.092843550753499
7585,10,2025-08-01,2999.11,3023.77,2959.75,2983.3,4003048,-15.809999999999945,-0.5271563897289511
7586,10,2025-08-04,2983.3,3049.3,2958.77,3046.42,1078060,63.11999999999989,2.1157778299198835
7587,10,2025-08-05,3046.42,3110.25,3042.97,3103.47,3233376,57.04999999999973,1.872689911437022
7588,10,2025-08-06,3103.47,3134.0,3079.88,3098.5,3458376,-4.9699999999998,-0.1601433234411739
7589,10,2025-08-07,3098.5,3178.84,3081.64,3148.12,2089784,49.61999999999989,1.6014200419557816
7590,10,2025-08-08,3148.12,3186.22,3117.59,3159.05,654616,10.930000000000291,0.3471913395931633
7591,10,2025-08-11,3159.05,3223.98,3146.12,3206.88,3279596,47.82999999999993,1.5140627720358946
7592,10,2025-08-12,3206.88,3228.56,3195.68,3219.86,4961460,12.980000000000018,0.4047547772289583
7593,10,2025-08-13,3219.86,3278.24,3198.86,3251.97,4205238,32.10999999999967,0.9972483275670269
7594,10,2025-08-14,3251.97,3273.22,3231.26,3263.84,2957111,11.870000000000346,0.3650095173079809
7595,10,2025-08-15,3263.84,3272.89,3214.67,3223.91,3013711,-39.93000000000029,-1.223405559096043
7596,10,2025-08-18,3223.91,3269.98,3193.16,3238.49,1143675,14.579999999999927,0.45224587535011607
7597,10,2025-08-19,3238.49,3309.54,3230.83,3279.51,1336314,41.02000000000044,1.2666396993660762
7598,10,2025-08-20,3279.51,3286.75,3255.51,3266.95,4025749,-12.5600000000004,-0.3829840433479514
7599,10,2025-08-21,3266.95,3328.98,3258.53,3309.69,1147690,42.74000000000024,1.3082538759393392
7600,10,2025-08-22,3309.69,3332.23,3283.84,3331.93,4237134,22.23999999999978,0.671966256658472
7601,10,2025-08-25,3331.93,3347.79,3299.55,3326.7,3400839,-5.230000000000018,-0.15696608272082602
7602,10,2025-08-26,3326.7,3331.8,3284.65,3292.1,1435519,-34.59999999999991,-1.0400697387801698
7603,10,2025-08-27,3292.1,3316.08,3270.51,3278.42,4178444,-13.679999999999836,-0.4155402326782247
7604,10,2025-08-28,3278.42,3293.81,3243.78,3254.29,2067966,-24.13000000000011,-0.7360252804704738
7605,10,2025-08-29,3254.29,3259.88,3224.27,3259.64,339320,5.349999999999909,0.16439837875542465
7606,10,2025-09-01,3259.64,3357.8,3258.73,3326.58,3857186,66.94000000000005,2.053601011154608
7607,10,2025-09-02,3326.58,3348.55,3318.63,3346.12,3889961,19.539999999999964,0.5873900522458491
7608,10,2025-09-03,3346.12,3496.03,3328.41,3465.15,1773183,119.0300000000002,3.5572543722281393
7609,10,2025-09-04,3465.15,3481.28,3463.24,3471.62,3332600,6.4699999999998,0.1867163037675079
7610,10,2025-09-05,3471.62,3488.48,3455.55,3455.97,563510,-15.650000000000091,-0.45079818643745834
7611,10,2025-09-08,3455.97,3485.89,3431.07,3441.79,452445,-14.179999999999836,-0.41030448759682053
7612,10,2025-09-09,3441.79,3474.43,3423.74,3448.23,1540133,6.440000000000055,0.1871119388457766
7613,10,2025-09-10,3448.23,3471.09,3423.85,3436.42,3573047,-11.809999999999945,-0.3424945551775823
7614,10,2025-09-11,3436.42,3458.01,3411.75,3434.12,3966534,-2.300000000000182,-0.06693011913561735
7615,10,2025-09-12,3434.12,3447.51,3386.66,3390.72,3899422,-43.40000000000009,-1.2637881029201103
7616,10,2025-09-15,3390.72,3486.2,3382.36,3459.87,4314782,69.15000000000009,2.0393898640996633
7617,10,2025-09-16,3459.87,3460.47,3423.48,3436.64,3206947,-23.230000000000018,-0.6714125097185738
7618,10,2025-09-17,3436.64,3536.17,3420.84,3533.0,4967245,96.36000000000013,2.8039014851715667
7619,10,2025-09-18,3533.0,3566.83,3531.45,3547.92,4786999,14.920000000000073,0.42230399094254384
7620,10,2025-09-19,3547.92,3650.72,3523.71,3617.14,504068,69.2199999999998,1.951002277390691
7621,10,2025-09-22,3617.14,3635.94,3586.93,3594.4,3482044,-22.73999999999978,-0.628673482364514
7622,10,2025-09-23,3594.4,3613.99,3572.87,3573.5,3722845,-20.90000000000009,-0.5814600489650593
7623,10,2025-09-24,3573.5,3604.82,3561.4,3592.06,68968,18.559999999999945,0.5193787603190134
7624,10,2025-09-25,3592.06,3627.54,3552.32,3574.19,2119423,-17.86999999999989,-0.49748612216944843
7625,10,2025-09-26,3574.19,3595.71,3538.87,3585.57,4753231,11.38000000000011,0.31839381790000276
7626,10,2025-09-29,3585.57,3611.94,3527.85,3562.45,537112,-23.120000000000346,-0.6448068229040388
7627,10,2025-09-30,3562.45,3565.01,3490.35,3524.62,309270,-37.82999999999993,-1.0619096408370623
7628,10,2025-10-01,3524.62,3554.81,3464.41,3491.23,1885576,-33.38999999999987,-0.9473361667357013
7629,10,2025-10-02,3491.23,3507.22,3469.65,3490.08,3862076,-1.150000000000091,-0.03293968028460144
7630,10,2025-10-03,3490.08,3503.25,3428.68,3434.19,4002244,-55.88999999999987,-1.6013959565396745
7631,10,2025-10-06,3434.19,3460.43,3355.76,3387.4,4575656,-46.789999999999964,-1.3624755764823717
7632,10,2025-10-07,3387.4,3392.06,3334.31,3351.17,473422,-36.23000000000002,-1.069551868689851
7633,10,2025-10-08,3351.17,3390.76,3327.79,3358.26,613815,7.0900000000001455,0.21156790016621493
7634,10,2025-10-09,3358.26,3374.57,3325.36,3352.73,2866661,-5.5300000000002,-0.16466860814827322
7635,10,2025-10-10,3352.73,3381.71,3329.06,3346.7,3532125,-6.0300000000002,-0.17985343287411157
7636,10,2025-10-13,3346.7,3359.18,3322.16,3339.95,4885744,-6.75,-0.20169121821495803
7637,10,2025-10-14,3339.95,3390.62,3335.88,3384.78,3920364,44.83000000000038,1.3422356622105236
7638,10,2025-10-15,3384.78,3413.35,3318.19,3340.51,799397,-44.26999999999998,-1.307913660562872
7639,10,2025-10-16,3340.51,3360.66,3313.16,3350.98,1436827,10.4699999999998,0.3134251955539663
7640,10,2025-10-17,3350.98,3382.46,3313.77,3344.36,225883,-6.619999999999891,-0.19755414833869167
7641,10,2025-10-20,3344.36,3351.55,3306.34,3321.61,2885827,-22.75,-0.6802497338803238
7642,10,2025-10-21,3321.61,3350.97,3302.5,3340.09,861585,18.480000000000018,0.5563567065368907
7643,10,2025-10-22,3340.09,3359.42,3317.06,3342.12,3252612,2.0299999999997453,0.06077680541541531
7644,10,2025-10-23,3342.12,3372.12,3313.2,3328.5,51763,-13.61999999999989,-0.40752576209112457
7645,10,2025-10-24,3328.5,3399.84,3305.55,3382.21,1624683,53.710000000000036,1.613639777677634
7646,10,2025-10-27,3382.21,3428.02,3359.73,3422.92,1233480,40.710000000000036,1.2036508673323074
7647,10,2025-10-28,3422.92,3439.26,3380.38,3400.73,156974,-22.190000000000055,-0.648276909772944
7648,10,2025-10-29,3400.73,3434.39,3262.24,3285.78,2132685,-114.94999999999982,-3.380156613432993
7649,10,2025-10-30,3285.78,3293.32,3229.54,3241.86,2968686,-43.92000000000007,-1.3366689187955392
7650,10,2025-10-31,3241.86,3304.67,3220.94,3282.62,4317695,40.75999999999976,1.2573029063562202
7651,10,2025-11-03,3282.62,3307.72,3264.64,3304.38,2923952,21.76000000000022,0.6628851344353053
7652,10,2025-11-04,3304.38,3311.53,3246.57,3259.34,4137692,-45.039999999999964,-1.363039359879916
7653,10,2025-11-05,3259.34,3289.74,3235.3,3251.69,3628417,-7.650000000000091,-0.23471009468174817
7654,10,2025-11-06,3251.69,3278.58,3204.2,3210.75,1098904,-40.940000000000055,-1.2590376081360786
7655,10,2025-11-07,3210.75,3240.95,3200.39,3239.0,1998677,28.25,0.8798567312933115
7656,10,2025-11-10,3239.0,3295.19,3225.34,3268.1,4630385,29.09999999999991,0.8984254399505993
7657,10,2025-11-11,3268.1,3270.29,3211.71,3230.22,1814907,-37.88000000000011,-1.159083259386191
7658,10,2025-11-12,3230.22,3299.38,3208.01,3287.84,2323560,57.620000000000346,1.7837794329798078
7659,10,2025-11-13,3287.84,3292.8,3251.51,3266.58,4755552,-21.26000000000022,-0.6466251399094912
7660,10,2025-11-14,3266.58,3345.49,3259.86,3318.89,1962589,52.309999999999945,1.6013690159126654
7661,10,2025-11-17,3318.89,3337.84,3273.95,3287.46,408554,-31.429999999999836,-0.9470033655830665
7662,10,2025-11-18,3287.46,3308.14,3252.02,3255.24,3036010,-32.220000000000255,-0.9800879706521222
7663,10,2025-11-19,3255.24,3257.44,3138.85,3159.05,2162288,-96.1899999999996,-2.954928054459874
7664,10,2025-11-20,3159.05,3275.79,3140.2,3262.38,3035177,103.32999999999993,3.2709200550798476
7665,10,2025-11-21,3262.38,3308.54,3237.67,3289.57,3705632,27.190000000000055,0.8334406169728865
7666,10,2025-11-24,3289.57,3317.63,3236.74,3248.99,1731868,-40.58000000000038,-1.233595880312636
7667,10,2025-11-25,3248.99,3263.97,3224.37,3230.65,4570065,-18.33999999999969,-0.5644831162915149
7668,10,2025-11-26,3230.65,3266.92,3223.78,3253.65,3463146,23.0,0.7119310355501215
7669,10,2025-11-27,3253.65,3317.14,3227.39,3305.73,4485644,52.07999999999993,1.600663869807752
7670,10,2025-11-28,3305.73,3331.77,3235.5,3263.18,518385,-42.55000000000018,-1.2871589633757197
7671,10,2025-12-01,3263.18,3298.75,3240.85,3270.32,1017219,7.140000000000327,0.21880496938570132
7672,10,2025-12-02,3270.32,3314.81,3267.35,3294.73,3481657,24.409999999999854,0.7464101372342723
7673,10,2025-12-03,3294.73,3326.99,3224.97,3254.29,4468783,-40.440000000000055,-1.227414689519325
7674,10,2025-12-04,3254.29,3279.96,3221.41,3243.86,3278846,-10.429999999999836,-0.3205000169007629
7675,10,2025-12-05,3243.86,3286.12,3225.92,3255.93,2243735,12.069999999999709,0.37208757467953946
7676,10,2025-12-08,3255.93,3306.25,3240.81,3274.55,3210208,18.620000000000346,0.5718796165765341
7677,10,2025-12-09,3274.55,3351.2,3254.1,3327.24,2577669,52.6899999999996,1.609076056251992
7678,10,2025-12-10,3327.24,3337.23,3256.29,3277.39,4543060,-49.84999999999991,-1.4982387804907344
7679,10,2025-12-11,3277.39,3310.28,3262.26,3291.1,3963791,13.710000000000036,0.4183206759036928
7680,10,2025-12-12,3291.1,3301.37,3278.55,3296.06,2336708,4.960000000000036,0.15070948922852653
7681,10,2025-12-15,3296.06,3298.64,3255.89,3262.35,1684128,-33.710000000000036,-1.0227362365976358
7682,10,2025-12-16,3262.35,3288.31,3204.24,3210.1,1739735,-52.25,-1.6016062041166643
7683,10,2025-12-17,3210.1,3233.08,3182.32,3213.44,4097388,3.3400000000001455,0.10404660290957123
7684,10,2025-12-18,3213.44,3222.61,3183.6,3187.97,788855,-25.470000000000255,-0.792608544114726
7685,10,2025-12-19,3187.97,3189.61,3183.61,3188.25,2434142,0.2800000000002001,0.00878301866078414
7686,10,2025-12-22,3188.25,3195.64,3162.63,3189.01,2870353,0.7600000000002183,0.023837528424691234
